,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
41043,46-64,admin.,married,secondary,no,169,no,no,cellular,14,aug,<5,1,>2weeks,2,failure,no
41044,18-29,unemployed,single,secondary,no,486,no,no,telephone,14,aug,<5,1,>2weeks,1,failure,no
41045,30-45,unemployed,married,secondary,no,775,no,no,cellular,14,aug,<5,1,>2weeks,1,failure,no
41046,30-45,management,married,tertiary,no,1433,no,no,cellular,14,aug,<5,1,<7,0,unknown,no
41047,46-64,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,<5,1,<7,0,unknown,yes
41048,18-29,admin.,single,secondary,no,255,no,no,cellular,14,aug,<5,2,>2weeks,2,success,yes
41049,46-64,retired,married,tertiary,no,1778,no,no,cellular,14,aug,5-10,1,>2weeks,2,failure,no
41050,30-45,self-employed,married,tertiary,no,263,no,no,cellular,14,aug,<5,1,>2weeks,2,failure,no
41051,>65,retired,married,primary,no,579,no,no,cellular,14,aug,<5,1,<7,0,unknown,no
41052,46-64,unemployed,married,secondary,no,926,no,no,cellular,14,aug,5-10,1,>2weeks,5,success,yes
41053,46-64,retired,divorced,secondary,no,4833,no,no,cellular,14,aug,5-10,1,<7,0,unknown,no
41054,46-64,management,divorced,tertiary,no,3368,no,no,cellular,14,aug,<5,1,<7,0,unknown,no
41055,46-64,management,divorced,tertiary,no,5701,no,no,cellular,14,aug,<5,3,>2weeks,2,success,no
41056,30-45,management,married,primary,no,1506,no,no,cellular,14,aug,5-10,3,<7,0,unknown,yes
41057,18-29,student,single,unknown,no,60,no,no,cellular,14,aug,<5,1,<7,0,unknown,no
41058,18-29,admin.,single,tertiary,no,373,yes,no,cellular,14,aug,<5,1,>2weeks,4,other,no
41059,18-29,technician,single,tertiary,no,777,yes,no,cellular,14,aug,<5,2,>2weeks,1,failure,no
41060,30-45,management,married,tertiary,no,332,yes,no,cellular,14,aug,<5,2,>2weeks,7,failure,no
41061,46-64,retired,married,tertiary,no,846,no,no,cellular,14,aug,<5,3,<7,0,unknown,no
41062,30-45,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,aug,<5,1,<7,0,unknown,yes
41063,18-29,student,single,secondary,no,47,no,no,cellular,14,aug,<5,2,<7,0,unknown,no
41064,30-45,technician,divorced,secondary,no,902,yes,no,cellular,14,aug,<5,1,>2weeks,4,success,no
41065,30-45,student,single,unknown,no,444,no,no,cellular,14,aug,<5,1,>2weeks,5,success,yes
41066,46-64,management,married,tertiary,no,557,no,no,cellular,14,aug,<5,1,<7,0,unknown,yes
41067,18-29,student,single,unknown,no,145,no,no,cellular,14,aug,<5,1,<7,0,unknown,no
41068,18-29,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,<5,1,<7,0,unknown,yes
41069,>65,retired,single,tertiary,no,614,no,no,cellular,14,aug,5-10,1,<7,0,unknown,no
41070,30-45,management,married,tertiary,no,2671,no,no,cellular,14,aug,<5,4,<7,0,unknown,yes
41071,30-45,management,married,tertiary,no,271,yes,no,cellular,14,aug,>10,2,<7,0,unknown,yes
41072,46-64,technician,married,secondary,no,896,yes,no,cellular,14,aug,<5,2,<7,0,unknown,yes
41073,18-29,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,<5,2,<7,0,unknown,yes
41074,46-64,retired,married,secondary,no,479,no,no,telephone,14,aug,<5,2,<7,0,unknown,no
41075,46-64,retired,married,primary,no,16432,no,no,cellular,14,aug,5-10,2,<7,0,unknown,no
41076,18-29,student,single,secondary,no,210,no,no,cellular,14,aug,<5,1,<7,0,unknown,no
41077,18-29,management,single,tertiary,no,528,no,no,cellular,14,aug,<5,1,<7,0,unknown,yes
41078,30-45,technician,married,tertiary,no,2976,yes,no,cellular,14,aug,<5,5,<7,0,unknown,no
41079,46-64,retired,married,unknown,no,209,no,no,cellular,14,aug,5-10,3,>2weeks,1,failure,yes
41080,30-45,management,married,tertiary,no,226,yes,no,cellular,14,aug,<5,3,>2weeks,3,failure,yes
41081,30-45,management,single,tertiary,no,12607,no,no,cellular,14,aug,<5,5,>2weeks,1,failure,no
41082,30-45,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,5-10,2,>2weeks,1,failure,yes
41083,30-45,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,>10,3,>2weeks,1,other,yes
41084,30-45,technician,single,secondary,no,1228,yes,no,cellular,14,aug,<5,2,>2weeks,3,success,no
41085,46-64,blue-collar,married,unknown,no,336,yes,no,cellular,14,aug,<5,3,>2weeks,1,other,yes
41086,30-45,admin.,divorced,secondary,no,220,yes,no,cellular,14,aug,<5,2,>2weeks,2,failure,no
41087,30-45,blue-collar,single,secondary,no,551,yes,no,cellular,14,aug,<5,3,<7,0,unknown,no
41088,30-45,technician,married,tertiary,no,300,no,no,cellular,14,aug,<5,3,<7,0,unknown,no
41089,18-29,student,single,secondary,no,4147,no,no,cellular,14,aug,<5,3,<7,0,unknown,yes
41090,30-45,management,single,tertiary,no,7218,no,no,cellular,14,aug,<5,3,<7,0,unknown,no
41091,46-64,technician,married,secondary,no,0,no,no,telephone,14,aug,<5,2,>2weeks,6,success,no
41092,30-45,technician,married,tertiary,no,11766,yes,no,cellular,14,aug,5-10,4,>2weeks,5,failure,no
41093,30-45,technician,married,secondary,no,1577,yes,yes,cellular,17,aug,<5,1,>2weeks,1,failure,no
41094,30-45,technician,married,tertiary,no,8023,no,no,cellular,17,aug,<5,1,>2weeks,2,failure,no
41095,30-45,admin.,married,primary,no,-306,yes,no,cellular,17,aug,5-10,1,>2weeks,1,success,yes
41096,18-29,self-employed,single,unknown,no,1179,no,no,cellular,17,aug,<5,1,>2weeks,2,failure,no
41097,46-64,entrepreneur,married,tertiary,no,0,no,no,cellular,17,aug,<5,1,<7,0,unknown,no
41098,18-29,admin.,single,secondary,no,1123,no,no,cellular,17,aug,<5,1,<7,0,unknown,no
41099,>65,retired,married,tertiary,no,2575,no,no,cellular,17,aug,<5,1,<7,0,unknown,no
41100,46-64,management,married,unknown,no,4623,no,no,cellular,17,aug,5-10,1,<7,0,unknown,yes
41101,>65,retired,married,secondary,no,276,no,no,telephone,17,aug,<5,1,<7,0,unknown,yes
41102,>65,entrepreneur,married,tertiary,no,15265,no,no,cellular,17,aug,5-10,2,<7,0,unknown,no
41103,46-64,management,married,secondary,no,139,no,no,cellular,17,aug,<5,1,<7,0,unknown,no
41104,>65,retired,married,tertiary,no,0,no,no,cellular,17,aug,<5,1,<7,0,unknown,yes
41105,30-45,management,single,tertiary,no,1441,no,no,cellular,17,aug,<5,1,<7,0,unknown,no
41106,46-64,blue-collar,married,secondary,no,241,yes,no,cellular,17,aug,<5,2,<7,0,unknown,no
41107,30-45,services,single,tertiary,no,1189,no,no,cellular,17,aug,<5,1,<7,0,unknown,yes
41108,30-45,technician,single,secondary,no,1227,no,no,telephone,17,aug,<5,1,>2weeks,1,other,no
41109,18-29,student,single,secondary,no,0,no,no,cellular,17,aug,<5,1,>2weeks,2,failure,no
41110,30-45,admin.,married,tertiary,no,591,yes,no,cellular,17,aug,<5,1,<7,0,unknown,no
41111,18-29,student,single,unknown,no,7585,no,no,telephone,17,aug,<5,1,<7,0,unknown,no
41112,18-29,management,single,tertiary,no,948,yes,no,cellular,17,aug,<5,1,<7,0,unknown,no
41113,30-45,technician,divorced,secondary,no,982,yes,no,cellular,17,aug,<5,2,>2weeks,3,success,no
41114,46-64,management,married,tertiary,no,7,no,no,cellular,17,aug,5-10,2,<7,0,unknown,no
41115,30-45,management,single,tertiary,no,431,no,no,cellular,17,aug,5-10,2,>2weeks,1,failure,yes
41116,46-64,technician,married,secondary,no,2218,yes,no,cellular,17,aug,>10,1,<7,0,unknown,yes
41117,46-64,management,married,tertiary,no,1394,no,no,cellular,17,aug,>10,1,>2weeks,1,other,no
41118,30-45,management,single,tertiary,no,763,no,no,cellular,17,aug,<5,1,<7,0,unknown,no
41119,30-45,admin.,married,secondary,no,953,yes,no,cellular,17,aug,<5,1,>2weeks,2,failure,no
41120,>65,retired,married,unknown,no,696,no,no,telephone,17,aug,<5,1,>2weeks,2,failure,no
41121,46-64,retired,married,secondary,no,1495,no,no,cellular,17,aug,>10,1,>2weeks,1,success,yes
41122,18-29,management,single,tertiary,no,828,yes,no,cellular,17,aug,<5,1,>2weeks,1,failure,yes
41123,>65,retired,married,primary,no,585,no,no,cellular,17,aug,<5,1,<7,0,unknown,no
41124,30-45,management,single,tertiary,no,609,no,no,cellular,18,aug,<5,2,<7,0,unknown,no
41125,18-29,technician,married,secondary,no,556,yes,no,cellular,18,aug,5-10,2,<7,0,unknown,yes
41126,18-29,management,single,tertiary,no,2506,no,no,cellular,18,aug,<5,1,>2weeks,3,failure,no
41127,46-64,management,married,secondary,no,1128,no,no,cellular,18,aug,<5,2,<7,0,unknown,no
41128,>65,management,married,tertiary,no,10171,no,no,cellular,18,aug,<5,2,<7,0,unknown,no
41129,>65,retired,married,unknown,no,1741,no,no,cellular,18,aug,<5,1,<7,0,unknown,no
41130,46-64,management,married,tertiary,no,583,no,no,cellular,18,aug,<5,1,>2weeks,1,failure,no
41131,46-64,management,married,tertiary,no,12972,no,no,telephone,18,aug,<5,1,<7,0,unknown,yes
41132,46-64,technician,married,tertiary,no,883,no,no,cellular,18,aug,5-10,1,>2weeks,2,failure,no
41133,30-45,management,married,tertiary,no,3794,no,no,cellular,18,aug,<5,1,>2weeks,1,failure,no
41134,18-29,student,single,secondary,no,948,no,no,telephone,18,aug,<5,1,>2weeks,2,failure,yes
41135,30-45,student,single,secondary,no,48,no,no,cellular,18,aug,<5,1,>2weeks,1,failure,yes
41136,>65,housemaid,married,primary,no,0,no,no,cellular,18,aug,<5,1,<7,0,unknown,no
41137,30-45,blue-collar,married,secondary,no,136,no,no,cellular,18,aug,<5,1,<7,0,unknown,no
41138,30-45,services,single,secondary,no,445,no,no,telephone,18,aug,<5,1,<7,0,unknown,no
41139,46-64,technician,divorced,tertiary,no,0,no,no,cellular,18,aug,<5,1,<7,0,unknown,yes
41140,30-45,management,divorced,tertiary,no,3751,yes,no,cellular,18,aug,<5,2,>2weeks,2,failure,no
41141,30-45,technician,married,tertiary,no,2688,no,no,cellular,18,aug,<5,1,<7,0,unknown,no
41142,30-45,management,married,tertiary,no,-600,yes,no,cellular,18,aug,5-10,1,<7,0,unknown,no
41143,30-45,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,<5,1,>2weeks,2,failure,yes
41144,46-64,retired,married,secondary,no,4083,no,no,cellular,18,aug,<5,1,<7,0,unknown,no
41145,>65,retired,married,secondary,no,3812,no,no,cellular,18,aug,5-10,1,<7,0,unknown,no
41146,30-45,management,married,tertiary,no,537,yes,no,cellular,18,aug,<5,1,<7,0,unknown,yes
41147,46-64,technician,married,secondary,no,1938,no,yes,cellular,18,aug,<5,1,>2weeks,3,success,yes
41148,30-45,management,single,tertiary,no,5,no,no,cellular,18,aug,5-10,2,<7,0,unknown,yes
41149,46-64,technician,single,secondary,no,9131,yes,no,cellular,18,aug,5-10,1,>2weeks,5,failure,yes
41150,46-64,entrepreneur,single,tertiary,no,2209,no,no,cellular,18,aug,5-10,1,<7,0,unknown,no
41151,>65,housemaid,married,primary,no,1080,no,no,cellular,18,aug,<5,2,>2weeks,2,failure,no
41152,46-64,management,married,secondary,no,0,no,no,telephone,18,aug,<5,3,<7,0,unknown,no
41153,>65,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,5-10,1,<7,0,unknown,yes
41154,46-64,management,married,tertiary,no,629,no,no,cellular,19,aug,5-10,4,<7,0,unknown,no
41155,46-64,housemaid,divorced,secondary,no,256,no,no,cellular,19,aug,<5,5,>2weeks,2,other,no
41156,>65,retired,married,unknown,no,6320,no,no,telephone,19,aug,5-10,2,<7,0,unknown,no
41157,46-64,retired,married,tertiary,no,1458,no,no,cellular,19,aug,<5,1,>2weeks,5,failure,no
41158,46-64,retired,married,tertiary,no,0,no,no,cellular,19,aug,<5,4,<7,0,unknown,no
41159,30-45,admin.,married,secondary,no,132,no,no,cellular,19,aug,5-10,1,>2weeks,3,success,yes
41160,46-64,retired,married,secondary,no,1612,no,no,cellular,19,aug,5-10,2,>2weeks,2,success,no
41161,18-29,admin.,single,secondary,no,4111,no,yes,cellular,19,aug,<5,1,<7,0,unknown,no
41162,>65,retired,married,tertiary,no,553,no,no,telephone,19,aug,>10,5,<7,0,unknown,no
41163,18-29,management,single,tertiary,no,3704,no,no,cellular,19,aug,<5,4,<7,0,unknown,yes
41164,30-45,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,>10,2,>2weeks,3,failure,yes
41165,18-29,technician,single,tertiary,no,3411,no,no,cellular,19,aug,<5,2,<7,0,unknown,yes
41166,30-45,admin.,divorced,secondary,no,407,yes,yes,cellular,19,aug,<5,1,<7,0,unknown,no
41167,46-64,management,married,tertiary,no,0,yes,yes,cellular,19,aug,<5,1,>2weeks,1,other,no
41168,46-64,retired,divorced,secondary,no,1,no,no,cellular,19,aug,5-10,1,<7,0,unknown,yes
41169,30-45,admin.,married,secondary,no,10905,no,no,cellular,19,aug,<5,2,>2weeks,1,other,yes
41170,30-45,management,married,tertiary,no,976,no,no,cellular,19,aug,<5,1,<7,0,unknown,yes
41171,>65,retired,married,tertiary,no,0,no,no,telephone,19,aug,<5,1,<7,0,unknown,no
41172,18-29,management,single,tertiary,no,2531,no,no,cellular,19,aug,>10,1,<7,0,unknown,yes
41173,30-45,management,married,tertiary,no,1270,no,no,cellular,19,aug,<5,3,<7,0,unknown,yes
41174,30-45,management,single,tertiary,no,5359,no,no,cellular,19,aug,<5,1,>2weeks,2,success,yes
41175,30-45,technician,single,tertiary,no,139,no,no,telephone,19,aug,5-10,1,>2weeks,1,failure,no
41176,30-45,technician,married,secondary,no,10596,no,no,cellular,19,aug,<5,1,>2weeks,4,other,yes
41177,30-45,admin.,single,secondary,no,5871,no,no,cellular,19,aug,5-10,2,<7,0,unknown,no
41178,46-64,housemaid,divorced,secondary,no,80,no,no,cellular,19,aug,<5,2,<7,0,unknown,no
41179,>65,retired,married,secondary,no,1,no,no,cellular,19,aug,<5,5,<7,0,unknown,no
41180,18-29,student,single,tertiary,no,691,no,no,cellular,19,aug,5-10,1,<7,0,unknown,yes
41181,30-45,management,married,tertiary,no,4859,no,no,cellular,20,aug,<5,2,>2weeks,2,failure,no
41182,18-29,student,single,secondary,no,67,no,no,cellular,20,aug,5-10,3,>2weeks,2,other,yes
41183,>65,retired,married,primary,no,10253,no,no,telephone,20,aug,<5,1,<7,0,unknown,no
41184,18-29,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,<5,1,<7,0,unknown,yes
41185,30-45,self-employed,single,tertiary,no,9962,no,no,cellular,20,aug,5-10,1,<7,0,unknown,yes
41186,46-64,management,married,tertiary,no,2239,no,no,cellular,20,aug,5-10,6,>2weeks,1,success,yes
41187,46-64,management,married,tertiary,no,1978,yes,no,cellular,20,aug,>10,1,<7,0,unknown,no
41188,46-64,retired,married,primary,no,0,no,no,cellular,20,aug,<5,2,<7,0,unknown,no
41189,18-29,technician,single,tertiary,no,11862,no,no,cellular,20,aug,<5,1,>2weeks,6,failure,yes
41190,46-64,blue-collar,married,secondary,no,1797,yes,no,cellular,20,aug,<5,1,<7,0,unknown,no
41191,30-45,management,single,tertiary,no,8514,no,no,cellular,20,aug,<5,1,<7,0,unknown,no
41192,18-29,student,single,secondary,no,1925,no,no,cellular,20,aug,<5,1,>2weeks,1,failure,no
41193,46-64,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,<5,1,<7,0,unknown,yes
41194,30-45,management,married,tertiary,no,3186,no,no,cellular,20,aug,<5,1,<7,0,unknown,no
41195,46-64,management,married,tertiary,no,24,no,no,cellular,20,aug,<5,1,<7,0,unknown,no
41196,18-29,student,single,secondary,no,228,no,no,cellular,20,aug,<5,1,>2weeks,1,failure,no
41197,>65,retired,married,unknown,no,519,no,no,telephone,20,aug,<5,1,<7,0,unknown,no
41198,30-45,management,single,tertiary,no,1756,no,no,cellular,20,aug,<5,1,<7,0,unknown,yes
41199,30-45,housemaid,married,secondary,no,4068,no,no,cellular,20,aug,<5,1,<7,0,unknown,yes
41200,30-45,admin.,single,secondary,no,0,no,no,cellular,20,aug,<5,2,>2weeks,2,other,no
41201,46-64,admin.,married,secondary,no,368,no,no,cellular,20,aug,<5,1,>2weeks,4,other,yes
41202,46-64,management,divorced,tertiary,no,1010,yes,no,cellular,20,aug,<5,1,<7,0,unknown,no
41203,46-64,technician,married,secondary,no,385,no,no,cellular,20,aug,<5,1,<7,0,unknown,no
41204,30-45,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,<5,2,>2weeks,1,success,yes
41205,30-45,technician,married,tertiary,no,197,no,no,cellular,20,aug,<5,3,<7,0,unknown,yes
41206,30-45,admin.,single,secondary,no,781,no,no,cellular,20,aug,<5,1,<7,0,unknown,no
41207,46-64,management,married,secondary,no,967,no,no,cellular,20,aug,<5,1,<7,0,unknown,no
41208,30-45,management,married,primary,no,5310,yes,no,cellular,20,aug,<5,1,>2weeks,3,success,yes
41209,18-29,student,single,secondary,no,1746,no,no,cellular,21,aug,5-10,2,<7,0,unknown,no
41210,18-29,student,single,secondary,no,215,no,no,cellular,21,aug,<5,4,>2weeks,1,other,yes
41211,46-64,admin.,married,secondary,no,106,no,no,cellular,21,aug,<5,3,>2weeks,1,success,yes
41212,46-64,housemaid,divorced,secondary,no,2063,no,no,cellular,21,aug,<5,5,>2weeks,3,failure,no
41213,18-29,student,single,secondary,no,3090,no,no,cellular,21,aug,<5,1,<7,0,unknown,no
41214,30-45,management,married,secondary,no,18,yes,no,cellular,21,aug,<5,1,>2weeks,1,failure,no
41215,46-64,housemaid,married,primary,no,211,no,no,cellular,21,aug,5-10,1,<7,0,unknown,no
41216,46-64,management,married,tertiary,no,0,no,yes,cellular,21,aug,5-10,1,<7,0,unknown,yes
41217,46-64,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,<5,1,>2weeks,1,success,yes
41218,46-64,retired,divorced,secondary,no,630,no,no,cellular,21,aug,<5,1,<7,0,unknown,no
41219,30-45,management,married,tertiary,no,1251,no,no,cellular,21,aug,<5,1,>2weeks,5,failure,no
41220,46-64,admin.,married,secondary,no,1046,yes,no,cellular,21,aug,<5,1,<7,0,unknown,yes
41221,18-29,student,single,secondary,no,469,no,no,cellular,21,aug,<5,1,>2weeks,1,other,yes
41222,18-29,student,single,unknown,no,35,no,no,telephone,21,aug,<5,2,<7,0,unknown,no
41223,30-45,admin.,married,tertiary,no,10,no,no,cellular,21,aug,<5,1,>2weeks,1,failure,no
41224,30-45,admin.,married,secondary,no,1314,yes,no,cellular,21,aug,<5,1,>2weeks,10,failure,no
41225,46-64,technician,married,tertiary,no,0,yes,no,cellular,21,aug,<5,1,<7,0,unknown,no
41226,30-45,admin.,married,unknown,no,3252,no,no,cellular,21,aug,<5,1,<7,0,unknown,no
41227,>65,retired,married,secondary,no,2326,no,yes,cellular,21,aug,<5,1,<7,0,unknown,yes
41228,46-64,technician,married,secondary,no,3370,no,no,cellular,21,aug,5-10,2,>2weeks,2,success,yes
41229,18-29,student,single,tertiary,no,5741,no,no,cellular,21,aug,<5,1,>2weeks,1,failure,no
41230,18-29,student,single,secondary,no,144,no,no,cellular,21,aug,<5,1,<7,0,unknown,yes
41231,30-45,admin.,single,secondary,no,733,yes,no,cellular,21,aug,<5,1,>2weeks,4,success,yes
41232,46-64,management,married,tertiary,no,474,no,no,cellular,21,aug,<5,1,<7,0,unknown,yes
41233,18-29,management,single,tertiary,no,377,no,no,cellular,21,aug,<5,3,>2weeks,1,failure,no
41234,46-64,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,5-10,2,>2weeks,2,success,yes
41235,18-29,student,single,tertiary,no,3733,yes,no,cellular,21,aug,5-10,5,>2weeks,7,success,no
41236,30-45,technician,married,secondary,no,6728,no,no,cellular,21,aug,<5,4,<7,0,unknown,yes
41237,>65,retired,divorced,secondary,no,5584,no,no,cellular,21,aug,5-10,3,<7,0,unknown,yes
41238,30-45,admin.,married,tertiary,no,227,no,no,cellular,21,aug,<5,2,<7,0,unknown,no
41239,46-64,management,married,tertiary,no,16,no,no,cellular,21,aug,<5,3,<7,0,unknown,no
41240,18-29,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,>10,1,>2weeks,3,success,yes
41241,46-64,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,5-10,1,>2weeks,3,success,yes
41242,>65,retired,married,tertiary,no,2651,no,no,cellular,24,aug,<5,3,>2weeks,2,failure,no
41243,46-64,retired,married,tertiary,no,14170,no,no,cellular,24,aug,<5,2,<7,0,unknown,no
41244,30-45,management,married,unknown,no,21,no,no,cellular,24,aug,5-10,2,<7,0,unknown,no
41245,18-29,management,single,tertiary,no,265,no,no,cellular,24,aug,<5,2,>2weeks,1,success,yes
41246,46-64,technician,married,secondary,no,117,no,no,cellular,24,aug,5-10,2,>2weeks,4,other,yes
41247,>65,retired,married,primary,no,2346,no,no,cellular,24,aug,<5,3,>2weeks,2,success,no
41248,46-64,housemaid,married,tertiary,no,5473,no,no,cellular,24,aug,<5,2,<7,0,unknown,yes
41249,30-45,management,married,tertiary,no,165,no,no,cellular,24,aug,5-10,1,>2weeks,1,other,no
41250,46-64,management,married,tertiary,no,1313,no,no,telephone,24,aug,5-10,4,<7,0,unknown,no
41251,>65,retired,married,primary,no,1943,no,no,cellular,24,aug,5-10,1,<7,0,unknown,no
41252,18-29,student,single,secondary,no,5,no,no,cellular,24,aug,<5,2,<7,0,unknown,no
41253,30-45,technician,married,secondary,no,116,no,no,cellular,24,aug,<5,2,>2weeks,2,success,no
41254,30-45,admin.,married,secondary,no,16517,no,no,cellular,24,aug,5-10,2,>2weeks,2,failure,no
41255,30-45,unemployed,married,tertiary,no,2430,no,no,cellular,24,aug,<5,2,<7,0,unknown,no
41256,46-64,housemaid,married,unknown,no,2337,yes,no,cellular,25,aug,<5,4,>2weeks,7,failure,no
41257,>65,retired,married,primary,no,680,no,no,telephone,25,aug,<5,3,<7,0,unknown,no
41258,>65,retired,married,secondary,no,676,no,no,cellular,25,aug,<5,3,<7,0,unknown,no
41259,30-45,management,single,tertiary,no,0,yes,no,cellular,25,aug,<5,2,>2weeks,4,success,no
41260,30-45,admin.,single,secondary,no,1810,yes,no,cellular,25,aug,<5,2,>2weeks,2,failure,no
41261,18-29,student,single,secondary,no,8494,no,no,cellular,25,aug,<5,2,<7,0,unknown,no
41262,46-64,housemaid,married,secondary,no,5631,no,no,telephone,25,aug,<5,1,>2weeks,5,other,no
41263,30-45,blue-collar,married,primary,no,106,yes,no,cellular,25,aug,5-10,1,>2weeks,13,failure,yes
41264,30-45,technician,married,tertiary,no,127,yes,no,cellular,25,aug,<5,1,>2weeks,1,success,yes
41265,30-45,student,married,tertiary,no,324,no,no,cellular,25,aug,5-10,4,<7,0,unknown,no
41266,30-45,management,married,secondary,no,369,no,no,cellular,25,aug,<5,1,>2weeks,3,failure,no
41267,30-45,unknown,married,tertiary,no,8564,no,no,cellular,25,aug,<5,1,<7,0,unknown,no
41268,46-64,housemaid,married,primary,no,67,no,no,telephone,25,aug,<5,1,<7,0,unknown,no
41269,46-64,technician,married,secondary,no,65,no,no,cellular,25,aug,<5,2,<7,0,unknown,no
41270,46-64,retired,divorced,tertiary,no,17875,no,no,cellular,25,aug,<5,1,<7,0,unknown,no
41271,30-45,student,single,unknown,no,1281,no,no,cellular,25,aug,<5,1,>2weeks,1,failure,no
41272,30-45,self-employed,married,tertiary,no,506,no,no,cellular,25,aug,<5,1,>2weeks,1,failure,no
41273,18-29,student,single,unknown,no,3,no,no,cellular,25,aug,<5,2,<7,0,unknown,yes
41274,30-45,admin.,single,secondary,no,745,yes,yes,cellular,25,aug,<5,1,<7,0,unknown,no
41275,46-64,retired,married,tertiary,no,380,no,no,cellular,25,aug,5-10,1,<7,0,unknown,yes
41276,>65,retired,married,secondary,no,0,no,no,cellular,25,aug,5-10,2,<7,0,unknown,yes
41277,46-64,management,married,tertiary,no,1519,no,no,cellular,25,aug,5-10,5,<7,0,unknown,no
41278,30-45,management,married,tertiary,no,255,no,no,cellular,25,aug,<5,6,>2weeks,4,success,yes
41279,30-45,services,married,secondary,no,2145,no,no,cellular,25,aug,<5,2,>2weeks,4,success,yes
41280,46-64,technician,married,secondary,no,3466,yes,no,cellular,25,aug,<5,3,>2weeks,2,success,no
41281,30-45,management,divorced,tertiary,no,9,yes,no,cellular,26,aug,<5,5,>2weeks,1,failure,no
41282,18-29,management,single,tertiary,no,730,yes,no,cellular,26,aug,<5,6,>2weeks,5,other,no
41283,46-64,housemaid,married,primary,no,91,no,no,telephone,26,aug,<5,3,<7,0,unknown,yes
41284,30-45,services,married,secondary,no,3064,yes,no,telephone,26,aug,<5,3,>2weeks,4,failure,no
41285,30-45,technician,single,tertiary,no,992,yes,no,cellular,26,aug,<5,1,>2weeks,3,failure,no
41286,>65,retired,married,secondary,no,1853,no,no,telephone,26,aug,5-10,1,<7,0,unknown,yes
41287,46-64,technician,single,primary,no,11262,no,no,cellular,26,aug,5-10,1,<7,0,unknown,yes
41288,18-29,student,single,secondary,no,620,no,no,cellular,26,aug,<5,1,>2weeks,2,success,no
41289,46-64,retired,married,secondary,no,399,no,no,cellular,26,aug,<5,1,<7,0,unknown,no
41290,>65,retired,married,primary,no,1702,no,no,telephone,26,aug,<5,1,<7,0,unknown,no
41291,>65,retired,divorced,primary,no,0,no,no,telephone,26,aug,<5,1,<7,0,unknown,yes
41292,30-45,technician,married,secondary,no,3056,no,no,cellular,26,aug,<5,1,<7,0,unknown,no
41293,46-64,retired,married,unknown,no,34,no,no,cellular,26,aug,<5,2,<7,0,unknown,yes
41294,>65,retired,married,secondary,no,1129,no,no,cellular,26,aug,<5,1,<7,0,unknown,yes
41295,30-45,management,married,tertiary,no,294,no,no,cellular,26,aug,5-10,1,<7,0,unknown,yes
41296,46-64,retired,married,tertiary,no,108,no,no,cellular,26,aug,>10,1,<7,0,unknown,yes
41297,30-45,management,single,tertiary,no,1696,yes,no,cellular,26,aug,<5,1,>2weeks,3,failure,yes
41298,30-45,technician,divorced,secondary,no,385,no,no,cellular,26,aug,<5,1,>2weeks,1,failure,no
41299,18-29,student,single,primary,no,1596,no,no,cellular,26,aug,<5,1,>2weeks,2,failure,no
41300,18-29,student,single,secondary,no,331,no,no,telephone,26,aug,<5,4,<7,0,unknown,yes
41301,30-45,technician,single,tertiary,no,40,no,no,cellular,26,aug,5-10,3,<7,0,unknown,no
41302,46-64,management,married,tertiary,no,2582,no,no,cellular,26,aug,<5,3,<7,0,unknown,no
41303,46-64,management,divorced,unknown,no,854,no,no,cellular,27,aug,>10,4,>2weeks,1,failure,yes
41304,30-45,management,single,tertiary,no,404,no,no,cellular,27,aug,<5,7,<7,0,unknown,no
41305,18-29,technician,single,secondary,no,382,no,no,cellular,27,aug,<5,3,>2weeks,3,other,no
41306,18-29,management,single,tertiary,no,223,yes,no,telephone,27,aug,<5,2,>2weeks,1,other,yes
41307,30-45,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,<5,3,>2weeks,4,success,yes
41308,18-29,student,single,tertiary,no,97,no,no,cellular,27,aug,5-10,1,<7,0,unknown,no
41309,46-64,retired,married,secondary,no,1341,no,no,cellular,27,aug,<5,2,>2weeks,1,other,no
41310,>65,retired,married,secondary,no,2048,no,no,cellular,27,aug,<5,1,<7,0,unknown,yes
41311,30-45,technician,single,tertiary,no,3689,no,no,cellular,27,aug,5-10,3,<7,0,unknown,yes
41312,18-29,admin.,single,tertiary,no,11,no,yes,cellular,27,aug,<5,3,<7,0,unknown,no
